Year,Sanctuary,Status,Site,Observer,Replicate,Sampling.location,Depth,Gps,Way.point,D,Time,Complexity,Algal.cover,Sample,Latitude,Longitude,Successful.count,Successful.length,Date,Location
2014,Green Island,Fished,West Salmon,none,169,none,0,0,0,0:00,12:00:00,3,3,364,-32.014351,115.50276,Yes,Yes,20140127,
2014,Green Island,Fished,West Salmon,none,170,none,0,0,0,0:00,12:00:00,2,2,365,-32.014351,115.50276,Yes,Yes,20140127,
2014,Green Island,Fished,West Salmon,none,171,none,0,0,0,0:00,12:00:00,2,2,366,-32.014351,115.50276,Yes,Yes,20140127,
2014,Green Island,Fished,West Salmon,none,172,none,0,0,0,0:00,12:00:00,2,3,367,-32.014351,115.50276,Yes,Yes,20140127,
2014,Green Island,Fished,West Salmon,none,173,none,0,0,0,0:00,12:00:00,3,0,368,-32.014351,115.50276,Yes,Yes,20140127,
2014,Green Island,Fished,Strickland Bay,none,174,none,0,0,0,0:00,12:00:00,2,1,369,-32.017462,115.473186,Yes,Yes,20140127,
2014,Green Island,Fished,Strickland Bay,none,175,none,0,0,0,0:00,12:00:00,2,2,370,-32.017462,115.473186,Yes,Yes,20140127,
2014,Green Island,Fished,Strickland Bay,none,176,none,0,0,0,0:00,12:00:00,2,2,371,-32.017462,115.473186,Yes,Yes,20140127,
2014,Green Island,Fished,Strickland Bay,none,177,none,0,0,0,0:00,12:00:00,4,2,372,-32.017462,115.473186,Yes,Yes,20140127,
2014,Green Island,Fished,Strickland Bay,none,178,none,0,0,0,0:00,12:00:00,3,3,373,-32.017462,115.473186,Yes,Yes,20140127,
2014,Green Island,Fished,Strickland Bay,none,179,none,0,0,0,0:00,12:00:00,4,3,374,-32.017462,115.473186,Yes,Yes,20140127,
2014,Green Island,Fished,Strickland Bay,none,180,none,0,0,0,0:00,12:00:00,4,3,375,-32.017462,115.473186,Yes,Yes,20140127,
2014,Green Island,Fished,Strickland Bay,none,181,none,0,0,0,0:00,12:00:00,3,3,376,-32.017462,115.473186,Yes,Yes,20140127,
2014,Green Island,Fished,Strickland Bay,none,182,none,0,0,0,0:00,12:00:00,3,2,377,-32.017462,115.473186,Yes,Yes,20140127,
2014,Green Island,Fished,Strickland Bay,none,183,none,0,0,0,0:00,12:00:00,2,2,378,-32.017462,115.473186,Yes,Yes,20140127,
2014,Green Island,Fished,Strickland Bay,none,184,none,0,0,0,0:00,12:00:00,2,2,379,-32.017462,115.473186,Yes,Yes,20140127,
2014,Green Island,Fished,Strickland Bay,none,185,none,0,0,0,0:00,12:00:00,2,2,380,-32.017462,115.473186,Yes,Yes,20140127,
2014,Green Island,Fished,Strickland Bay,none,186,none,0,0,0,0:00,12:00:00,1,3,381,-32.017462,115.473186,Yes,Yes,20140127,
2014,Green Island,Fished,Strickland Bay,none,187,none,0,0,0,0:00,12:00:00,1,0,382,-32.017462,115.473186,Yes,Yes,20140127,
2014,Green Island,Fished,Strickland Bay,none,188,none,0,0,0,0:00,12:00:00,4,0,383,-32.017462,115.473186,Yes,Yes,20140127,
2014,Green Island,Fished,Strickland Bay,none,189,none,0,0,0,0:00,12:00:00,3,0,384,-32.017462,115.473186,Yes,Yes,20140127,
2014,Green Island,Fished,Strickland Bay,none,190,none,0,0,0,0:00,12:00:00,2,0,385,-32.017462,115.473186,Yes,Yes,20140127,
2014,Green Island,Fished,Strickland Bay,none,191,none,0,0,0,0:00,12:00:00,4,1,386,-32.017462,115.473186,Yes,Yes,20140127,
2014,Green Island,Fished,Strickland Bay,none,192,none,0,0,0,0:00,12:00:00,2,1,387,-32.017462,115.473186,Yes,Yes,20140127,
2014,Green Island,Fished,Strickland Bay,none,193,none,0,0,0,0:00,12:00:00,2,0,388,-32.017462,115.473186,Yes,Yes,20140127,
2014,Green Island,Fished,Strickland Bay,none,194,none,0,0,0,0:00,12:00:00,2,1,389,-32.017462,115.473186,Yes,Yes,20140127,
2014,Green Island,Fished,Strickland Bay,none,195,none,0,0,0,0:00,12:00:00,2,1,390,-32.017462,115.473186,Yes,Yes,20140127,
2014,Green Island,Fished,Strickland Bay,none,196,none,0,0,0,0:00,12:00:00,2,1,391,-32.017462,115.473186,Yes,Yes,20140127,
2014,Green Island,Fished,Strickland Bay,none,197,none,0,0,0,0:00,12:00:00,3,1,392,-32.017462,115.473186,Yes,Yes,20140127,
2014,Green Island,Fished,Strickland Bay,none,198,none,0,0,0,0:00,12:00:00,2,3,393,-32.017462,115.473186,Yes,Yes,20140127,
