Sample,Legal.sublegal,Count,Family,Genus,Species
709,Sublegal,1,Palinuridae,Panulirus,cygnus
711,Legal,1,Palinuridae,Panulirus,cygnus
711,Sublegal,1,Palinuridae,Panulirus,cygnus
713,Sublegal,1,Palinuridae,Panulirus,cygnus
715,Legal,1,Palinuridae,Panulirus,cygnus
716,Legal,1,Palinuridae,Panulirus,cygnus
716,Sublegal,1,Palinuridae,Panulirus,cygnus
717,Sublegal,2,Palinuridae,Panulirus,cygnus
718,Sublegal,2,Palinuridae,Panulirus,cygnus
719,Legal,1,Palinuridae,Panulirus,cygnus
721,Legal,2,Palinuridae,Panulirus,cygnus
721,Sublegal,4,Palinuridae,Panulirus,cygnus
723,Sublegal,2,Palinuridae,Panulirus,cygnus
724,Legal,2,Palinuridae,Panulirus,cygnus
725,Legal,1,Palinuridae,Panulirus,cygnus
725,Sublegal,5,Palinuridae,Panulirus,cygnus
727,Sublegal,4,Palinuridae,Panulirus,cygnus
730,Sublegal,1,Palinuridae,Panulirus,cygnus
732,Sublegal,1,Palinuridae,Panulirus,cygnus
733,Legal,1,Palinuridae,Panulirus,cygnus
734,Sublegal,4,Palinuridae,Panulirus,cygnus
735,Legal,4,Palinuridae,Panulirus,cygnus
735,Sublegal,2,Palinuridae,Panulirus,cygnus
736,Legal,2,Palinuridae,Panulirus,cygnus
736,Sublegal,6,Palinuridae,Panulirus,cygnus
739,Sublegal,2,Palinuridae,Panulirus,cygnus
741,Legal,2,Palinuridae,Panulirus,cygnus
741,Sublegal,1,Palinuridae,Panulirus,cygnus
743,Sublegal,4,Palinuridae,Panulirus,cygnus
744,Sublegal,5,Palinuridae,Panulirus,cygnus
745,Sublegal,6,Palinuridae,Panulirus,cygnus
747,Sublegal,3,Palinuridae,Panulirus,cygnus
752,Legal,1,Palinuridae,Panulirus,cygnus
753,Sublegal,1,Palinuridae,Panulirus,cygnus
755,Sublegal,1,Palinuridae,Panulirus,cygnus
756,Legal,1,Palinuridae,Panulirus,cygnus
758,Sublegal,2,Palinuridae,Panulirus,cygnus
759,Legal,1,Palinuridae,Panulirus,cygnus
762,Legal,2,Palinuridae,Panulirus,cygnus
765,Sublegal,1,Palinuridae,Panulirus,cygnus
768,Legal,2,Palinuridae,Panulirus,cygnus
769,Sublegal,3,Palinuridae,Panulirus,cygnus
773,Sublegal,1,Palinuridae,Panulirus,cygnus
777,Sublegal,3,Palinuridae,Panulirus,cygnus
778,Legal,1,Palinuridae,Panulirus,cygnus
779,Sublegal,1,Palinuridae,Panulirus,cygnus
784,Sublegal,1,Palinuridae,Panulirus,cygnus
788,Sublegal,1,Palinuridae,Panulirus,cygnus
791,Sublegal,1,Palinuridae,Panulirus,cygnus
796,Sublegal,1,Palinuridae,Panulirus,cygnus
799,Sublegal,1,Palinuridae,Panulirus,cygnus
803,Sublegal,1,Palinuridae,Panulirus,cygnus
812,Sublegal,2,Palinuridae,Panulirus,cygnus
813,Legal,4,Palinuridae,Panulirus,cygnus
815,Sublegal,1,Palinuridae,Panulirus,cygnus
